source,target,key,n_lines,n_tokens,edge_index,edge_type
1.03.0012,#Mowbray_2H4,11,7,55,122,passive
#Archbishop_1H4,1.03.0012,2,3,20,123,active
1.03.0012,#Hastings_2H4,8,3,20,123,passive
1.03.0012,#LordBardolph_2H4,8,3,20,123,passive
1.03.0012,#Mowbray_2H4,12,3,20,123,passive
#Hastings_2H4,1.03.0012,5,3,22,124,active
1.03.0012,#Archbishop_1H4,11,3,22,124,passive
1.03.0012,#LordBardolph_2H4,9,3,22,124,passive
1.03.0012,#Mowbray_2H4,13,3,22,124,passive
#LordBardolph_2H4,1.03.0012,5,1,9,125,active
1.03.0012,#Archbishop_1H4,12,1,9,125,passive
1.03.0012,#Hastings_2H4,9,1,9,125,passive
1.03.0012,#Mowbray_2H4,14,1,9,125,passive
#Hastings_2H4,1.03.0012,6,4,25,126,active
1.03.0012,#Archbishop_1H4,13,4,25,126,passive
1.03.0012,#LordBardolph_2H4,10,4,25,126,passive
1.03.0012,#Mowbray_2H4,15,4,25,126,passive
#Archbishop_1H4,1.03.0012,3,26,184,127,active
1.03.0012,#Hastings_2H4,10,26,184,127,passive
1.03.0012,#LordBardolph_2H4,11,26,184,127,passive
1.03.0012,#Mowbray_2H4,16,26,184,127,passive
#Mowbray_2H4,1.03.0012,1,1,9,128,active
1.03.0012,#Archbishop_1H4,14,1,9,128,passive
1.03.0012,#Hastings_2H4,11,1,9,128,passive
1.03.0012,#LordBardolph_2H4,12,1,9,128,passive
#Hastings_2H4,1.03.0012,7,1,8,129,active
1.03.0012,#Archbishop_1H4,15,1,8,129,passive
1.03.0012,#LordBardolph_2H4,13,1,8,129,passive
1.03.0012,#Mowbray_2H4,17,1,8,129,passive
#MistressQuickly_1H4,2.01.0013,0,1,7,130,active
2.01.0013,#OFFICERS.Fang_2H4,0,1,7,130,passive
2.01.0013,#OFFICERS.Snare_2H4,0,1,7,130,passive
#OFFICERS.Fang_2H4,2.01.0013,0,1,3,131,active
2.01.0013,#MistressQuickly_1H4,0,1,3,131,passive
2.01.0013,#OFFICERS.Snare_2H4,1,1,3,131,passive
#MistressQuickly_1H4,2.01.0013,1,2,13,132,active
2.01.0013,#OFFICERS.Fang_2H4,1,2,13,132,passive
2.01.0013,#OFFICERS.Snare_2H4,2,2,13,132,passive
#OFFICERS.Fang_2H4,2.01.0013,1,1,3,133,active
2.01.0013,#MistressQuickly_1H4,1,1,3,133,passive
2.01.0013,#OFFICERS.Snare_2H4,3,1,3,133,passive
#MistressQuickly_1H4,2.01.0013,2,1,6,134,active
2.01.0013,#OFFICERS.Fang_2H4,2,1,6,134,passive
2.01.0013,#OFFICERS.Snare_2H4,4,1,6,134,passive
#OFFICERS.Snare_2H4,2.01.0013,0,1,2,135,active
